Artist;Genre
Calvin Harris, Clementine Douglas;Mainstream Dance
Africanism, DJ Gregory, Baron (FR);Folamour
A Tribe Called Quest, Sir Piers, Si Ashton;Soulful House
Flex Blur;Deeper
Kasso;Disco
M.O.P.;Hip-Hop
Blu Cantrell, Sean Paul;RnB
Zion & Lennox, Danny Ocean;Reggaeton
Chase & Status, Cocoa Tea;Drum&Bass
Stylo G;Reggae
Jay Vegas;Nu-Disco
Cody Currie, Michael Acker;Prechill
DJ Marky, Lorna King;Drum&Bass
50 Cent, Prodigy, Kidd Kidd, Sheek Louch;Hip-Hop
Souleance;Disco
Digitalism;Deeper
Louie Vega, Elements of Life;Folamour
Project Pat;Hip-Hop
The Phantom's Revenge;Deeper
Funk The Beat;Nu-Disco
Hackman;Deeper
HP Vince, Dave Leatherman, Perry Hotter;Nu-Disco
Tania Maria;Brazil
Homegrown Syndrome;Disco
East Coast Love Affair;Folamour
Bad Colours;Neo-Soul
Camp Lo;Hip-Hop
Antdot, Maz, Letícia Fialho;Afro House
Bob Marley & The Wailers;Reggae
Pitbull, Lil Jon;RnB
ANOTR, Cimafunk, PAMÉ;Folamour
Method Man, Redman;Hip-Hop
Sophie B. Hawkins;90/00s
Kyle Edwards & DJ Bake;Jersey Club
Hotmood;Folamour
Esbe;Prechill
Kid Cudi;Pop
Jamy Nox;Afro House
Kid Cudi, Crookers;Mainstream Dance
Cassiano;Brazil
Talc;Brazil
Ciego;Prechill
Heikki L., Ercola;Mainstream Dance
Hardrive;House
Reelsoul;Deeper
Ludacris;Hip-Hop
Shirley Bassey;Utility
Kenny Summit;Folamour
Full Crate;Beats
DJ Linus;Folamour
Stephen Encinas;Disco
Sparkle;Disco
Peter Brown;Nu-Disco
Vennaskond;Eesti-S
Jerry Washington;Funk
Moodymann;Folamour
Diplo, Miguel;EDM
Moony;Mainstream Dance
Luude;Mainstream Dance
ohbliv;Beats
DJ Cleo;Folamour
Textasy featuring DJ Di'jital;Deeper
Mat Zo, Porter Robinson;EDM
Sash!;Trance
Def Räädu, Antonio Ocasio;Eesti-S
Sting;Retro
Netsky, Babl Lemmens, Daddy Waku, Chantal Kashala;Drum&Bass
Seamus Haji , Re-loved;Prechill
The Rebirth;Prechill
The Mighty Ryeders;Funk
Soul Design;Nu-Disco
Papik, Wendy D. Lewis;Prechill
WYLES;Mainstream Dance
Kouncilhouse;House
Phats & Small;Nu-Disco
Manix;Electronic
Axwell, Errol Reid;Mainstream Dance
Davido;Africano
Mr. Sosa;Deeper
CeCe Peniston;Soulful House
Craig Mack, Busta Rhymes, LL COOL J, RAMPAGE, The Notorious B.I.G.;RnB
Zomby;Deeper
Termanology;Hip-Hop
Eazy-E, Bone Thugs-N-Harmony;Hip-Hop
Joey Bada$$;Hip-Hop
Weval;Progressive
Gangsta Boo, Moodymann, Nez;Neo-Soul
Riton, Nightcrawlers, Mufasa & Hypeman;Mainstream Dance
Spookey;Disco
DJ Boring;Folamour
The B. B., Q. Band;Disco
Oliver Cheatham;Disco
Major Lazer, Amber Coffman;Pop
YL Meechie;Hip-Hop
Daft Punk, Pharrell Williams, Nile Rodgers;Electronic
JUNIOR M.A.F.I.A.;Hip-Hop
Jennifer Lopez;RnB
Michael Christmas;Hip-Hop
Ray Parker, Jr.;Retro
Bella Boo;Deeper
Parliament;Funk
PNAU, Kira Divine;Mainstream Dance
Inner City;House
The Persuasions;Utility
Dj Clizo, Oratile;Africano
Soul Reductions;Folamour
Jay West, Manuel Sahagun;Nu-Disco
Frankie Valli;Retro
Green Day;BPM Supreme
SuperShy;Folamour
Freddie Gibbs, Madlib;Beats
Austin Ato;Folamour
Ini Kamoze;90/00s
Knucks;Hip-Hop
CSS, Bobby Gillespie;Electronic
Jerome Isma, ae;Trance
MC Miker G, Deejay Sven;Disco
Mel Bundo;Afro House
Mousse T., Hot 'N' Juicy;Nu-Disco
Mousse T., Hot'n'Juicy;Nu-Disco
Pitbull;RnB
Frigid Armadillo;Afro House
Dave Mayer, Deeplomatik;Afro House
Willie Hutch;Funk
Jamie xx, Popcaan, Assassın, Konshens, Kranium;Prechill
Jamie xx, Frisco, Popcaan;Hip-Hop
Jamie xx, Young Thug, Popcaan;Prechill
Reel People, LaSharVu, Mousse T.;Nu-Disco
Heaven & Earth;Disco
deadmau5;EDM
TÂCHES;Prechill
Sean Roman;Nu-Disco
Alicia Myers;Disco
Leon Haywood;Funk
RC, The Gritz;Prechill
Foxy Brown, JAY Z;RnB
Denroy Morgan;Disco
DJ Khaled, Drake, Rick Ross, Lil Wayne;Hip-Hop
Jennifer Lopez, Ja Rule;RnB
FS Green;Africano
EiK 2509, Maris Pihlap, TIKS;Eesti-S
Kyle Hall;Deeper
Goldie;Drum&Bass
Faithless;90/00s
UGK (Underground Kingz), Outkast;Hip-Hop
Black Sabbath;Retro
Gwen Guthrie;Disco
Redman;Hip-Hop
Shinehead;Retro
Anderson .Paak;Prechill
Toolate Groove;Folamour
Roberto Surace;House
Sllash & Doppe;Afro House
Lord Echo, Mara Tk;Prechill
Super Janne;Hip-Hop
AlunaGeorge;Neo-Soul
Ans Andur;Eesti-S
Prodigy;Hip-Hop
The House Crew;Deeper
Dave Leatherman, Bruce Nolan;Folamour
Alchemist, Nina Sky, Prodigy;Hip-Hop
Kim Wilde;Retro
Disclosure, Pa Salieu;Neo-Soul
George Sandler, Justin Jay;Nu-Disco
Mauro Picotto;Trance
Carl Douglas;Disco
Essed;Tech-House
The Delfonics;Funk
Rita Lee, Roberto de Carvalho;Brazil
Mutated Forms;Drum&Bass
Munir;Ambient
Cid, Westend;House
Nightlife Unlimited;Disco
Average White Band;Soulful House
Dua Lipa, DaBaby;Pop
Eden Prince;House
Fred again.., Romy, HAAi;Deeper
Lil Kim ft The Notorious B.I.G. & Lil' Cease;BPM Supreme
Love Regenerator, Steve Lacy, Calvin Harris;House
James Wolfgang Rassakas;Eesti-S
Pete Rock, C.L. SMOOTH;Hip-Hop
Mansour Sallama;Funk
Jamiroquai;Soulful House
Kassko;Folamour
mia;Prechill
Danny Russell, Ronald Christoph;Prechill
The Love Unlimited Orchestra;Disco
Mylo, Louis La Roche;Folamour
Louis La Roche, Mylo;Folamour
Mario Biondi, Chaka Khan, Incognito;Soulful House
Full Crate, Jayd Ink;Africano
Collettivo Immaginario;Prechill
Midas the Jagaban;Africano
Futers;Deeper
Playboi Carti;Hip-Hop
Väike PD;Eesti-S
CHAIME, Gouga;Folamour
Kazzey;Neo-Soul
Zack Fox;Hip-Hop
Gold Panda;Beats
Micbeatz;Folamour
Dave Nunes, Kingsta, CHAMOS;Neo-Soul
Nitefreak, Roland Clark;Afro House
Megan Thee Stallion & Dua Lipa;BPM Supreme
M83;Pop
Dreamphish;Eesti-S
Majestic, Alex Mills, Beyond Chicago;Nu-Disco
Cookin' On 3 Burners, Kylie Auldist;Mainstream Dance
Afefe Iku;Afro House
JVG, Ruudolf, Karri Koira;Prechill
Pink Floyd;Retro
The Drums;Prechill
Sam Smith;Mainstream Dance
Frigid Armadillo, Mpho.Wav;Afro House
The Dynamics;Prechill
Devon Russell;Prechill
Harpo;Retro
Romina Johnson;Neo-Soul
Artful Dodger, Romina Johnson;Neo-Soul
Beckie Bell;Folamour
Sammalhabe;Eesti-S
Junior Jack;Mainstream Dance
Ron Carroll;Deeper
ANATII;Africano
Derrick Cross;Prechill
Sharam Jey;Nu-Disco
Jesse Green;Disco
Waeme Inst;Africano
Villemdrillem, Elina Born;Eesti-S
Mark J;Funk
Sere, Stepa, Are;Hip-Hop
N.O.R.E.;Hip-Hop
HNNY;Prechill
Oh Yeah;Prechill
HP Vince;Nu-Disco
Piri, Tommy Villiers;Neo-Soul
NOËP, CHINCHILLA;Eesti-S
The Sylvers;Funk
Lord Echo, Toby Laing;Prechill
Omar S;Deeper
Låpsley;Folamour
Daniel Dexter, nhan solo;Neo-Soul
Madison Mars, 71 Digits;EDM
Franky Rizardo, Ros T, Eunice Collins;Folamour
Marian (BR), Freenzy Music, Mood Child;Tech-House
Hot Butter;Retro
Chaos In the CBD;Prechill
Phonk D;Folamour
Afrika Bambaataa, The Soulsonic Force;Hip-Hop
King Tee, Ice Cube, Breeze;Hip-Hop
Smokey Bubblin' B;House
Calvin Harris, Dua Lipa, Young Thug;Mainstream Dance
LEON (Italy), Shaf Huse;House
YACHT;Prechill
Nightcrawlers;House
Bad Gyal, El Guincho;Reggaeton
Big L;Hip-Hop
DJ Flex, Denise Belfon, Equiknoxx;Beats
Yaeji;House
The Notorious B.I.G., Redman, Method Man;Hip-Hop
Majestic, Boney M.;Disco
Toney Lee;Disco
Calvin Harris, Busta Rhymes;Prechill
Das EFX;Hip-Hop
common;Hip-Hop
Anna Lunoe, Touch Sensitive;House
Binary Star, Senim, Onemanarmy, One Be Lo;Hip-Hop
Gips;Folamour
Zacari, Babes Wodumo;Prechill
Family Choice;Reggae
MAJUSCULE;Folamour
DeBarge;Disco
Roddy Ricch ft Mustard;BPM Supreme
Corrupt (UK);Tech-House
Gang Starr, K-Ci Hailey, Jojo Hailey;Hip-Hop
Nas, Amerie;Hip-Hop
The Pharcyde;Hip-Hop
Waypoint;Neo-Soul
Nora En Pure;EDM
Jovonn;House
The Soul Brothers, Pete Rock;Beats
Slum Village, J Dilla, De La Soul, Phife Dawg;Hip-Hop
Grandmaster Flash, The Furious Five;Retro
Sfire;Deeper
Mystikal;RnB
Freddie Gibbs, Madlib, BJ The Chicago Kid;Hip-Hop
Donae'o, DJ Supa D, MR TAFFA;Africano
Chemise;Folamour
Andrew Spencer;Nu-Disco
Sorley;Tech-House
The Hudsons;Disco
Mark Hawkins;Deeper
Nina Simone, Felix Da Housecat;House
UOAK;Tech-House
The Alan Parsons Project;Utility
Silvestre Y La Naranja;Prechill
Spirit Catcher;Beats
Network & Co.;Disco
OSSX;Deeper
Stereo MC's;90/00s
Ehrling;EDM
Patti LaBelle;Disco
Illyus, Barrientos;House
Riton, Soaky Siren;EDM
Justin Timberlake, JAY Z;RnB
Joe Cocker;Retro
Kaz James;House
Soichi Terada;Deeper
Gabrielle;90/00s
Soichi Terada, Larry Levan, Nami Shimada;Prechill
Lupe Fiasco, Matthew Santos;Hip-Hop
Groove Armada;Electronic
Tom Scott;Retro
Portable, Lcio;Ambient
The Rolling Stones;Retro
Loost Koos;Hip-Hop
India, Peppe Citarella;Folamour
valentine;Utility
Champion, kelsey;Neo-Soul
Kito, Kah-Lo, brazy, Baauer;Tech-House
Recloose;Folamour
Elektrik Disko;Nu-Disco
Elektrik Disko, Jolyon Petch;Tech-House
Supermode;Progressive
Hollie Cook;Reggae
Prince Fatty, Hollie Cook;Prechill
Kurtis Blow;Disco
Reboot;Folamour
Duke Dumont;House
Brock Berrigan;Prechill
Earl Sweatshirt, Navy Blue;Hip-Hop
Tame Impala;Prechill
Timaya;Africano
Onra, T3, T3 of Slum Village;Hip-Hop
JKriv;Folamour
Per QX;Nu-Disco
Dr. Dre, Eminem, Knoc 'Turn 'Al;Hip-Hop
General Levy;Reggae
Lyn Collins;Funk
Rahmlee;Funk
veggi;Neo-Soul
Busta Rhymes, Q-Tip;RnB
Emmanuel Jal, Nyaruach;Folamour
Young Thug;Hip-Hop
LP Giobbi;House
Mauricio Cury;Nu-Disco
Bodhi;House
Jnr Choi, Sam Tompkins;RnB
Gilberto Gil;Brazil
Wk;Neo-Soul
Drake, Rihanna;RnB
VanJess, Masego;Neo-Soul
Kanye West, Lupe Fiasco;Beats
Feb;Tech-House
Your Old Droog;Hip-Hop
DJ Duke;Afro House
O'Flynn;Folamour
CrossCross;House
Mitchell Yard, Meru;Beats
I:Cube;Deeper
BJ The Chicago Kid;Prechill
Spin Doctors;90/00s
GEOTHEORY;Neo-Soul
RL Grime, Djemba Djemba;Rave
Teymori;Folamour
Eli Escobar;Folamour
Kaleidoscopio;Drum&Bass
Ty;Hip-Hop
Mickey;Deeper
SG Lewis;Ambient
DJ Kuba, Neitan, Bounce Inc.;EDM
Disclosure, RAYE;Pop
Larry June;Hip-Hop
Freeway, JAY Z, Beanie Sigel;Hip-Hop
Paffendorf;Trance
Juvenile;Hip-Hop
Yaw;Ambient
STRETCH;Prechill
Ferry Ultra, Ashley Slater;Funk
Jay Rock;Hip-Hop
Castelle;Neo-Soul
Charles & Eddie;90/00s
Lil Uzi Vert;Hip-Hop
Bondax, Dur-Dur Band;Folamour
Eini;Utility
DJ OMC, Dj Dharma 900;Folamour
Warren G.;Hip-Hop
Luther Davis Group;Funk
Ayzon;Neo-Soul
Sylvia Striplin;Funk
Body Language;Ambient
Phyllis Hyman;Disco
Elisa Elisa;Afro House
Alton McClain;Disco
Unlimited Touch;
Happy Gutenberg;
jonty;
Ajna (BE), Re.You;
Loudeast;
araabMUZIK;
Tony Christie;Retro
People Under The Stairs;Hip-Hop
JOYce;Prechill
House of Prayers, Maxim & Matte;Mainstream Dance
Romy;Mainstream Dance
Cypress Hill, Pitbull, Marc Anthony;RnB
William DeVaughn;Funk
Nigel Martinez;Disco
Pete Heller's Big Love;House
The Verve;90/00s
Issey Cross;Drum&Bass
Gamper & Dadoni, Emily Roberts;EDM
The Cure;Retro
CLS;Deeper
Cosmo's Midnight;Prechill
Terminaator;Eesti-S
Oasis;Retro
Blur;90/00s
Rednex;90/00s
Erick Sermon, Redman, Keith Murray;Hip-Hop
Jt Company;Deeper
Simple Minds;Retro
Lele Sacchi;Folamour
The Harmony Group;Disco
veggi, Dijahsb;Neo-Soul
Jonas Blue, Dakota;EDM
Jay Faded;House
Alicia Keys;RnB
Laura Branigan;Retro
DJ What What, DJ Cleo;Folamour
Nytron, Samuel Boogie, M0B, Bejamin Ayra;Nu-Disco
Block & Crown, Sean Finn, Ray Patrone;Nu-Disco
Color Me Badd;90/00s
Prince;Disco
The Rembrandts;Utility
Kid Creole & The Coconuts & Idjut Boys;Prechill
Aloka;Deeper
Andre Maaker;Eesti-S
iamalex;Folamour
lilc4, Dougie F;Jersey Club
Santigold;Prechill
Danidane, MAAURA;Africano
Lola Young;BPM Supreme
Minnie Riperton;Ambient
Naux;House
Mbongwana Star, Konono Nº1;Brazil
Foxes In Fiction;Retro
Jürgen Paape;Prechill
Hanson;90/00s
Blind Melon;Retro
Guru, Ronny Jordan, DC Lee;Prechill
Sl2;Electronic
general base;Trance
Meisterjaan;Eesti-S
Moby, Jim James;Pop
Backstreet Boys;90/00s
Xanadu, Sweet Lady;Prechill
salem;Beats
Tems;Africano
Fontella Bass;Funk
Disco Lines;House
Justin Faust;Electronic
ZZ Top;Retro
Karl-Erik Taukar;Eesti-S
Discotron, HP Vince;Nu-Disco
Shabazz Palaces, Thaddillac;Hip-Hop
DELOREAN;Prechill
a-ha;Retro
BobbY;Prechill
James Blake;Ambient
Lyra Pramuk;Beats
L’Tric;Mainstream Dance
Rasmus Faber;Prechill
Rasmus Faber, Öhrn;Prechill
Four Tet;Ambient
Steve Winwood;Retro
A Guy Called Gerald;Prechill
DJ Mark Van Dale;Nu-Disco
Crowded House;Retro
Plantlife, Jack Splash;Prechill
Prefab Sprout;Retro
Nat Home, Ms Ray;Deeper
Digitalism, David Bay;Folamour
Меджикул;Folamour
DJ Swisha, Kush Jones;Beats
KAYTRAMINÉ, Aminé, KAYTRANADA, Pharrell Williams;Neo-Soul
Adekunle Gold;Africano
Royce Estes;Beats
Christina Aguilera;RnB
Kasada;Prechill
Konk;
Moodrich;Beats
Bakar;Prechill
Sliki, Hamuelos;Hip-Hop
Kelvin Momo, Babalwa M, Nia Pearl, Stixx;Africano
Drexciya;Deeper
Gamblers;Neo-Soul
Ariana Grande, Big Pun, Joe;BPM Supreme
Bran Van 3000;Electronic
Shakedown;Soulful House
Lvusm;Neo-Soul
Smear Campaign;Folamour
Musiq Soulchild;RnB
Diddy, Black Rob, Mark Curry;Hip-Hop
Jarreau Vandal;Neo-Soul
Divolly & Markward, Amadou & Mariam;House
Gipsy Kings;Retro
Quasimoto;Hip-Hop
Satoshi Tomiie;Deeper
Joy Orbison, Joe James;Ambient
Fred again.., Baxter Dury;Prechill
Magic in Threes;Prechill
Masta Ace;Hip-Hop
Masta Ace, Kool Ade, Masta Ace, Kool Ade;Hip-Hop
Statik Selektah, Action Bronson, Joey Bada$$;Hip-Hop
Barbara Tucker;House
Maze, Frankie Beverly;Disco
Jengi;Tech-House
slō, Twilight, Tazzy;Trance
Bouce Camp;Folamour
Nick León, Erika de Casier;Trance
Vangelis;Utility
Gnork;Deeper
Lis Sarroca;House
The Strikers;Disco
Moby, Spoony G & The Treachorous 3;90/00s
Cerrone;Disco
Ata Kak;Prechill
Peppe Citarella, Mijangos, Enrie Becquer;Afro House
Reagan Ruler;Folamour
"Royce Da 5'9"",Game Tight""";
Doechii;RnB
Steve Watson;Disco
Vaughan Mason;Disco
Majed Salih;Mainstream Dance
Edd;Folamour
Sam Irl;Deeper
Tiger Stripes;House
The Phat Controlla;Folamour
Nils Penner;Prechill
Miike Snow;Prechill
Dijahsb;Neo-Soul
Wu-Tang Clan;Utility
Wu-Tang Clan, Method Man, Raekwon, Inspectah Deck, Buddha Monk;Hip-Hop
Re Dupre, Vintage Culture;Tech-House
El Michels Affair;Prechill
Platinum Doug;Nu-Disco
I Wayne;Reggae
Dune;Trance
T Ski Valley;Prechill
Chance The Rapper & Knox Fortune;BPM Supreme
Kerri Chandler, Troy Denari;House
Revolution;Prechill
Heavy Baile, Leo Justi, Goes;Beats
Anhanguera;Folamour
City Girls vs Nina Sky;BPM Supreme
ScHoolboy Q, Kendrick Lamar;Hip-Hop
That Needs An Edit;Prechill
Jurassic 5;Hip-Hop
Nick Revel, Yasunori Mitsuda;Ambient
James Hype;Tech-House
dj grumble;Prechill
Cybotron;BPM Supreme
Letherette;Beats
Justice;Electronic
Gotta, Tiana;House
Paul Kalkbrenner;Deeper
Spencer Parker;Folamour
Karretero;House
Deepest Blue;Mainstream Dance
Diplo ft Amtrac & Leon Bridges;BPM Supreme
Yin Yin;Utility
Qubiko;Folamour
Dompe, Jens Lissat;Folamour
DMX ft Mr. Vegas & Sean Paul;BPM Supreme
Funky 4+1;Funk
Lucy Pearl;RnB
Feb, Hektor Mass;Tech-House
Pitbull, TJR;EDM
Ruudolf, Aksim;Hip-Hop
Re-Tide;Prechill
Peppe Citarella, Eduardo Vargas;Afro House
Tilman;Prechill
Loreen;Utility
7 Days Of Funk, Dâm-Funk, Snoop Dogg;Prechill
Lo5ive;Deeper
Guru, Paul Ferguson, Baybe;Hip-Hop
Flozigg, Icee Red;RnB
Red Astaire;Hip-Hop
Muzi, BlackRose;Africano
Block & Crown, Jessy Saunders;Nu-Disco
Adina Howard;RnB
Enzo is Burning;House
Lukas Nystrand von Unge;Folamour
Paul Oja;Eesti-S
Tskinz;Hip-Hop
Will Smith;90/00s
Plaster Hands;Afro House
Alphonse;Deeper
Jeezy, JAY Z;Hip-Hop
Chiiikeee;Jersey Club
A$AP Rocky;Hip-Hop
Hundred Strong;Prechill
Aaar, WhySoSerious;Reggaeton
Tabu Ley Rochereau;Folamour
Sound De-zign;House
Sander Mölder, Daniel Levi;Eesti-S
Omar-S, John F.M.;Deeper
Taana Gardner;Disco
Just Blaze, Baauer, JAY Z;Beats
Trackheadz;House
Drake, Majid Jordan;RnB
Kruder & Dorfmeister;Prechill
Bufiman;Deeper
Louie Vega, Nico Vega;House
Joe Corfield, Sigmund;Hip-Hop
Kerri Chandler, Dreamer G;Folamour
Raphael Schön;Deeper
Earth Boys;Deeper
Spencer Morales;Folamour
LB aka LABAT;Rave
Lisa Lisa, Cult Jam, Full Force;Disco
The Intruders;Funk
Colonel Abrams;Soulful House
Right Said Fred;90/00s
KS French;Prechill
The Kount, Kojey Radical;Africano
Destiny's Child;RnB
Leon Vynehall;Deeper
Eden Burns;Deeper
Funkmammoth;Prechill
LF System;Prechill
DJ Godfather;Utility
Seb Skalski, Rona Ray;Soulful House
Sam Gellaitry;Beats
Parvati Khan;Utility
Elephant Man, Kiprich, Twista, Youngbloodz;Reggae
Joy Anonymous;House
James Pants, Deon Davis;Prechill
Slug Father;Folamour
D Train;Disco
Lakou Mizik, Joseph Ray;Africano
Gogglebox;Utility
Michael Cassette;Electronic
shdws, Avacar;Tech-House
Kube, Pianomies;Hip-Hop
Curly Strings;Eesti-S
Utoopia;Eesti-S
Full Crate, Papa Ghana;Africano
TEEMID;Folamour
LondonGround;Tech-House
Naughty Boy, Sam Smith;Pop
Rawayana, Bosq;Prechill
George Benson;Retro
Indeep, George Smeddles;Nu-Disco
Blacknuss;Folamour
Seamus Haji;Folamour
Louie Vega, Anané, Tony Touch;Folamour
Giacca, Flores;Nu-Disco
Sylk 130, King Britt;Prechill
The KLF;90/00s
5MIINUST, Orelipoiss;Eesti-S
Choices;Prechill
Josh Caffe;Deeper
Marsh;Deeper
Jordan Ward;Prechill
Tokischa, ROSALÍA;Reggaeton
Drake, Lykke Li;Ambient
Goldfish;Nu-Disco
Jorja Smith;Neo-Soul
Dj Assault;Beats
Hugh Drumm;Utility
Missy Elliott, Ciara, Fatman Scoop;RnB
Act Yo Age;Beats
Atari Jones;Beats
Busta Rhymes, Coi Leray;RnB
Karaba;Beats
Mighty Dub Katz;House
Vertigini;Folamour
Malo;BPM Supreme
Nhii, Fluida;Afro House
Michel Ange;House
Bad Bunny, Drake;Reggaeton
Pional;Deeper
Missy Elliott vs Krooner;BPM Supreme
Young Romantic;House
Nina Sky, jabba;RnB
Yere, NoDJ;Mainstream Dance
Mr. V;House
Ghost Town DJs;RnB
Netta Brielle;RnB
Boogie Bitches;Nu-Disco
Burna Boy, Naughty By Nature;Africano
Blond:ish, Stevie Appleton;Mainstream Dance
Justice, Tame Impala;Prechill
Akio Imai, Shingo Akamine, Heizo Murakami;Deeper
Method Man, CZARFACE;Hip-Hop
Blackstreet, Dr. Dre, Queen Pen;RnB
JAY Z, Linkin Park;RnB
Öökülm;Eesti-S
Dr. Dre, Snoop Dogg;Hip-Hop
Mängupoiss Käru;Eesti-S
Saudade;Neo-Soul
The Alchemist, Boldy James;Hip-Hop
Beenie Man;Reggae
The Beatnuts, Big Pun, Cuban Link;Hip-Hop
Pino D'Angiò;Folamour
Champion, Etta Bond, Double S;Neo-Soul
Ricky Tenaglia;Neo-Soul
Salomé de Bahia, Bob Sinclar;Mainstream Dance
Fonda Rae;Disco
Sugababes;Pop
Bandolero;Disco
Stefano Ritteri;Folamour
Klaves;Prechill
Juravlove;Deeper
The Purist;Hip-Hop
Noize Ninjaz;Tech-House
G-Unit;Hip-Hop
Conch;Rave
Misumami, First Touch;Prechill
Nublu, maria kallastu;Eesti-S
Funkatomic, Richelle Hicks;Folamour
Payfone, Inflagranti;Folamour
Hunee;Prechill
A.D.O.R., Big Miz;Folamour
Hodini;Beats
Vince Staples;Hip-Hop
Rufus & Chaka Khan;BPM Supreme
Öed;Eesti-S
Skrillex, Fred again.., Flowdan;Neo-Soul
Disco Lines, DemoTapes;House
Eve;RnB
Denis Sulta;Deeper
Blackadder;House
Eelke Kleijn, Lee Cabrera;Nu-Disco
Lee Cabrera;Nu-Disco
Badbwoy, Palane;Afro House
Mat.Joe, C'Mon, Otistic;Progressive
Blond:ish, Francis Mercier, Carlita, Amadou & Mariam;Afro House
Kyle Edwards &  DJ Bake;Jersey Club
World Premiere;Folamour
DJ Fudge, Hallex M, Omar;Prechill
Onyx;Hip-Hop
D.O.D;House
Mark Ronson, The Business Intl.;Neo-Soul
Suve, jonas.f.k;Eesti-S
GAIKA, Dadras;Ambient
Michaël Brun, Kah-Lo;Neo-Soul
N-Trance, Ricardo Da Force;90/00s
Still Going;Deeper
Big Pun, Joe;RnB
D.O.D, Carla Monroe;House
Oliver Koletzki;Progressive
Black Box;House
Mato;Prechill
Lonyo;Neo-Soul
Tera Kòrá, Niké Laos, Thierry Ganz, Mxssiah;Prechill
Rebles;Prechill
DJ Polo;Africano
boipepperoni, Mahavok;Eesti-S
Busta Rhymes, Q-Tip, Kanye West, Lil Wayne;RnB
Dillon Nathaniel;Tech-House
Dillinja;Drum&Bass
Luther Vandross, Janet Jackson, Bell Biv DeVoe, Ralph Tresvant;Folamour
Menahan Street Band;Funk
Louis La Roche;Electronic
Europe;Utility
DJ Katch;EDM
Gigi D'Agostino;Trance
Global Deejays;EDM
Superfunk;House
Sisqó;RnB
Discotron;Nu-Disco
Suzanne Vega, DNA;Retro
Suzy Q;Disco
PAWSA;Tech-House
DMX, Sean Paul, Mr. Vegas;Hip-Hop
Marlena Shaw;Disco
Delinquent Habits;Hip-Hop
A$AP Mob, A$AP NAST, Method Man;Hip-Hop
DJ Marky, Makoto;Drum&Bass
NRMNT;Prechill
George Kelly;Folamour
Fred again.., Swedish House Mafia, Future;House
NOËP, Duo Ruut;Eesti-S
Kendrick Lamar, Lefty Gunplay;Hip-Hop
Bubba Sparxxx;Hip-Hop
Jammy'S Studio Band;Reggae
All Saints;90/00s
benakanister, mehkel;Eesti-S
STEPA;Hip-Hop
BANDITT, Sempra;Neo-Soul
Sunny Fruit;Beats
Stargard;Folamour
Blake Baxter;Deeper
mtbrd;Beats
Andre Rizo;Tech-House
Durand Jones & The Indications;Prechill
malachi;Folamour
Najib Alhoush;Prechill
TEE MANGO;Deeper
Hieroglyphics;Hip-Hop
Dead Or Alive;Retro
Lou Rawls;Folamour
Sticks & Stonez, Liv East, Dave Giles II;Folamour
Zhane;BPM Supreme
Zhane vs Ne-Yo;BPM Supreme
Marju Kuut;Eesti-S
Team Cpt;
Common Saints;
Dom Dolla, Tove Lo, Partiboi69, x club.;
Art Of Tones;
Luca Olivotto;
Womack & Womack, Rules;
Youandewan;
Nic Fanciulli, Black Circle;
Ary Sya;Progressive
Nena;Retro
Nilo, Dj Lelewel, Orlando Johnson;Prechill
salute;Deeper
Redeyes;Prechill
Robyn;Pop
Koushik;Ambient
Ellip, Meri;Eesti-S
Get To Know, Andre Espeut;Nu-Disco
JAY Z, UGK (Underground Kingz);Hip-Hop
CLASSIXX;Electronic
Nathan Haines, Vanessa Freeman;Folamour
Dario G;Mainstream Dance
Mita Gami, Mosko (IL);Progressive
The War On Drugs;Prechill
Young Thug, Birdman;Hip-Hop
Blue Iverson;Prechill
Stereophonics;Retro
Jubël, NEIMY;EDM
Remi Wolf;Pop
Jean Carn;Disco
Fat Larry's Band;Disco
Mk.gee, Two Star;Ambient
Ten Fé;Pop
Mount Bank;Ambient
Marcia Griffiths;Reggae
Billy Idol;Retro
MC Lucks, DJ NpcSize;Beats
2 Unlimited;90/00s
Player;Retro
Fred again.., Duskus, Four Tet, Joy Anonymous, Skrillex;Neo-Soul
Public Enemy, Stephen Stills;Hip-Hop
Radiohead;Retro
L.T.D.;Disco
M People;Soulful House
PinkPantheress;Neo-Soul
10cc;Retro
Kassettludde;Prechill
Mungo Jerry;Utility
Stevie Wonder;Retro
House of Pain;Tech-House
Lady Gaga, Colby O'Donis;Pop
London Elektricity;Drum&Bass
MØ;Pop
Destroyer;Pop
Genka, DEW8;Eesti-S
Berita;Africano
Curly Strings, Robert Linna, Ivo Linna;Eesti-S
Avicii;EDM
Madism, Masove, Brendan Mills, Tess Burrstone;EDM
Four Tops;Disco
Quinteto Ternura;Brazil
Bill Withers, Studio Rio;Prechill
The Meters;Funk
Pilot;Retro
Dick Dale;Utility
Catatonia;Retro
Sophie Ellis-Bextor;90/00s
Coldplay, BTS;Pop
NOËP;Eesti-S
INXS;Retro
Don Henley;Retro
ESPOO;EDM
Jay West;Folamour
Caater;Eesti-S
DJ Zinc, Sasha Keable;House
Azzecca;Progressive
lifelike;Prechill
Friendly Fires, Au Revoir Simone;Pop
Dirty South;Mainstream Dance
Safri Duo;Trance
Hunt;Eesti-S
UPZ, DKP;Prechill
Lotey, Chillin, margiiela;Eesti-S
IcE;Funk
Paula Abdul;Retro
